iyear,imonth,country,region,provstate,city,attacktype1,targtype1,gname,weaptype1
2012,3,153,6,Balochistan,Dera Bugti,2,17,Unknown,5
2012,3,95,10,Saladin,Mishahda,3,14,Unknown,6
2012,3,4,6,Kandahar,Zangabad,2,14,Unknown,6
2012,3,95,10,Diyala,Katun,3,14,Unknown,6
2012,3,95,10,Diyala,Sadiyah,3,4,Unknown,6
2012,3,153,6,Federally Administered Tribal Areas,Bazargai,3,4,Tehrik-i-Taliban Pakistan (TTP),6
2012,3,153,6,Khyber Pakhtunkhwa,Badaber,3,2,Tehrik-i-Taliban Pakistan (TTP),6
2012,3,228,10,Abyan,Mudiyah district,3,4,Al-Qaida in the Arabian Peninsula (AQAP),6
2012,3,160,5,Sultan Kudarat,Unknown,3,20,Unknown,6
2012,3,45,3,Unknown,Unknown,3,21,Revolutionary Armed Forces of Colombia (FARC),6
2012,3,92,6,Odisha,Ankadeli,7,16,Maoists,8
2012,3,147,11,Plateau,Jos,3,15,Unknown,6
2012,3,174,11,Unknown,Unknown,9,4,Separatists,13
2012,3,4,6,Farah,Bakwa district,3,4,Taliban,6
2012,3,4,6,Herat,Azizabad,2,3,Taliban,5
2012,3,4,6,Kunar,Sirkanay district,3,4,Taliban,6
2012,3,147,11,Plateau,Chugwi,2,14,Unknown,5
2012,3,147,11,Borno,Maiduguri,1,2,Boko Haram,5
2012,3,4,6,Kunar,Sirkanay district,3,14,Unknown,6
2012,3,69,8,Midi-Pyrenees,Toulouse,2,4,Muslim extremists,5
2012,3,97,10,Unknown,Unknown,3,8,Unknown,6
2012,3,160,5,North Cotabato,Tulunan,9,4,New People s Army (NPA),13
2012,3,160,5,Metropolitan Manila,Pasig,1,10,Unknown,5
2012,3,4,6,Kandahar,Najiban,2,14,Unknown,5
2012,3,95,10,Saladin,Tarmiyah,2,3,Unknown,6
2012,3,95,10,Kirkuk,Taza Khurmatu,2,2,Unknown,5
2012,3,153,6,Federally Administered Tribal Areas,Kurram district,3,19,Unknown,6
2012,3,153,6,Khyber Pakhtunkhwa,Chamkani,3,14,Unknown,6
2012,3,160,5,Sultan Kudarat,Tacurong City,3,19,Al-Khobar,6
2012,3,45,3,Caqueta,Unknown,2,1,Revolutionary Armed Forces of Colombia (FARC),5
2012,3,21,8,Brussels,Brussels,7,15,Sunni Muslim extremists,8
2012,3,65,11,Gambela,Gambela,6,19,Unknown,5
2012,3,147,11,Kano,Kano,2,3,Boko Haram,5
2012,3,205,5,Pattani,Ban Joh Kuyae,3,4,Unknown,6
2012,3,205,5,Pattani,Ban Jabapaeh,3,3,Unknown,6
2012,3,182,11,Gedo,Tarak,3,4,Al-Shabaab,6
2012,3,603,8,Northern Ireland,Belfast,3,14,Unknown,6
2012,3,153,6,Federally Administered Tribal Areas,Mir Ali,1,2,Unknown,6
2012,3,4,6,Kandahar,Zangabad,2,14,Taliban,5
2012,3,4,6,Nangarhar,Adadkhel,3,3,Unknown,6
2012,3,205,5,Narathiwat,Yingor,2,2,Separatists,5
2012,3,95,10,Baghdad,Baghdad,3,14,Unknown,6
2012,3,95,10,Baghdad,Baghdad,3,3,Unknown,6
2012,3,95,10,Nineveh,Mosul,3,3,Unknown,6
2012,3,95,10,Saladin,Samarra,2,2,Unknown,5
2012,3,153,6,Federally Administered Tribal Areas,Kurram district,3,20,Unknown,6
2012,3,182,11,Hiiraan,Beledweyne,3,4,Al-Shabaab,6
2012,3,153,6,Punjab,Gurjat,2,3,Unknown,5
2012,3,153,6,Sindh,Karachi,9,3,Unknown,13
2012,3,228,10,Al Bayda,Bayda,3,4,Al-Qaida in the Arabian Peninsula (AQAP),6
2012,3,95,10,Diyala,Madain,3,4,Unknown,6
2012,3,92,6,Jharkhand,Tailyadeeh Mor,3,3,Maoists,6
2012,3,153,6,Federally Administered Tribal Areas,Miran Shah,3,1,Unknown,6
2012,3,147,11,Adamawa,Mubi,2,4,Boko Haram,5
2012,3,153,6,Sindh,Shikarpur,1,3,Unknown,5
2012,3,205,5,Yala,Ban Poyoh,2,3,Separatists,5
2012,3,153,6,Balochistan,Kech district,2,4,Unknown,5
2012,3,147,11,Kano,Kano,2,3,Boko Haram,5
2012,3,153,6,Federally Administered Tribal Areas,Jandola,3,8,Tehrik-i-Taliban Pakistan (TTP),6
2012,3,153,6,Federally Administered Tribal Areas,Jandola,3,14,Tehrik-i-Taliban Pakistan (TTP),6
2012,3,228,10,Adan,Aden,3,4,Al-Qaida in the Arabian Peninsula (AQAP),6
2012,3,153,6,Khyber Pakhtunkhwa,Kala Mandi,3,20,Unknown,6
2012,3,153,6,Khyber Pakhtunkhwa,Mattani,2,3,Unknown,5
2012,3,95,10,Nineveh,Mosul,3,3,Unknown,6
2012,3,95,10,Baghdad,Baghdad,1,2,Unknown,5
2012,3,182,11,Banaadir,Mogadishu,3,2,Al-Shabaab,6
2012,3,4,6,Helmand,Marjah,3,14,Taliban,6
2012,3,92,6,Odisha,Daringbadi,6,18,Maoists,13
2012,3,4,6,Kandahar,Kandahar,3,2,Taliban,6
2012,3,228,10,Al Hudaydah,Al-Hudaydah,6,18,Al-Qaida in the Arabian Peninsula (AQAP),5
2012,3,228,10,Adan,Aden,3,14,Al-Qaida in the Arabian Peninsula (AQAP),6
2012,3,153,6,Federally Administered Tribal Areas,Kotki,3,14,Tehrik-i-Taliban Pakistan (TTP),6
2012,3,4,6,Helmand,Washer district,8,4,Unknown,10
2012,3,153,6,Khyber Pakhtunkhwa,Mattani,2,3,Unknown,5
2012,3,153,6,Balochistan,Unknown,3,3,Unknown,6
2012,3,228,10,Adan,Aden,3,6,Al-Qaida in the Arabian Peninsula (AQAP),6
2012,3,4,6,Nangarhar,Sholan,3,8,Unknown,6
2012,3,153,6,Federally Administered Tribal Areas,Kotki,3,17,Unknown,6
2012,3,153,6,Khyber Pakhtunkhwa,Nowshera,3,8,Unknown,6
2012,3,153,6,Khyber Pakhtunkhwa,Lakki Marwat,3,1,Unknown,6
2012,3,4,6,Kandahar,Kandahar,3,20,Unknown,6
2012,3,228,10,Adan,Aden,1,3,Unknown,6
2012,3,153,6,Khyber Pakhtunkhwa,Lakki Marwat,3,8,Unknown,6
2012,3,153,6,Khyber Pakhtunkhwa,Lakki Marwat,3,9,Unknown,6
2012,3,69,8,Midi-Pyrenees,Montauban,2,4,Muslim extremists,5
2012,3,4,6,Uruzgan,Siyachoi,3,14,Taliban,6
2012,3,153,6,Khyber Pakhtunkhwa,Peshawar,1,3,Tehrik-i-Taliban Pakistan (TTP),6
2012,3,92,6,Manipur,Imphal East district,3,4,Unknown,6
2012,3,92,6,Jammu and Kashmir,Srinagar,3,3,Unknown,6
2012,3,205,5,Pattani,Ban Kaheng,3,4,Unknown,6
2012,3,4,6,Parwan,Bagram,3,4,Taliban,6
2012,3,18,10,Central,Sitra,3,3,Unknown,6
2012,3,205,5,Yala,Ban Rae,3,4,Unknown,6
2012,3,93,5,Central Java,Semarang,3,1,Unknown,6
2012,3,205,5,Narathiwat,Rangae,3,21,Unknown,6
2012,3,141,6,Western,Kailashnagar,3,22,Unknown,6
2012,3,160,5,North Cotabato,Pikit,3,1,Muslim extremists,6
2012,3,147,11,Kaduna,Nayi,2,14,Unknown,5
2012,3,147,11,Borno,Maiduguri,2,14,Boko Haram,5
2012,3,147,11,Unknown,Unknown,2,2,Boko Haram,5
2012,3,182,11,Banaadir,Mogadishu,3,14,Unknown,6
2012,3,182,11,Mudug,Galkayo,1,4,Unknown,6
2012,3,153,6,Khyber Pakhtunkhwa,Kaddi,3,8,Unknown,6
2012,3,153,6,Khyber Pakhtunkhwa,Kohat,3,8,Unknown,6
2012,3,153,6,Khyber Pakhtunkhwa,Lakki Marwat,3,8,Unknown,6
2012,3,167,9,Kabardino-Balkaria,Baksan,2,3,Unknown,6
2012,3,4,6,Uruzgan,Chaparhar district,3,4,Taliban,6
2012,3,153,6,Federally Administered Tribal Areas,Kurram district,3,14,Unknown,6
2012,3,153,6,Federally Administered Tribal Areas,Kurram district,6,4,Unknown,13
2012,3,153,6,Federally Administered Tribal Areas,Kurram district,3,19,Unknown,6
2012,3,205,5,Pattani,Unknown,2,4,Unknown,5
2012,3,1004,11,Jonglei,Pan-Modi,6,2,Unknown,5
2012,3,92,6,Jammu and Kashmir,Srinagar,1,2,Unknown,5
2012,3,153,6,Sindh,Karachi,1,15,Unknown,5
2012,3,153,6,Khyber Pakhtunkhwa,Sheikh Uttar,2,14,Unknown,5
2012,3,228,10,Adan,Aden,3,4,Al-Qaida in the Arabian Peninsula (AQAP),6
2012,3,153,6,Khyber Pakhtunkhwa,Jamrud,3,8,Unknown,6
2012,3,182,11,Banaadir,Mogadishu,3,4,Al-Shabaab,6
2012,3,182,11,Banaadir,Mogadishu,3,4,Al-Shabaab,6
2012,3,182,11,Lower Shebelle,Afgoye,3,4,Al-Shabaab,6
2012,3,182,11,Banaadir,Mogadishu,2,4,Unknown,5
2012,3,205,5,Pattani,Ban Totuwor,3,4,Separatists,6
2012,3,200,10,Damascus,Damascus,3,2,Al-Nusrah Front,6
2012,3,200,10,Damascus,Damascus,3,2,Al-Nusrah Front,6
2012,3,200,10,Damascus,Damascus,3,4,Unknown,6
2012,3,4,6,Khost,Mashkor,2,2,Unknown,5
2012,3,153,6,Khyber Pakhtunkhwa,Katlung,3,8,Unknown,6
2012,3,153,6,Federally Administered Tribal Areas,Ladha,2,4,Tehrik-i-Taliban Pakistan (TTP),5
2012,3,45,3,Arauca,Unknown,3,4,Revolutionary Armed Forces of Colombia (FARC),6
2012,3,45,3,Arauca,Unknown,3,21,Unknown,6
2012,3,4,6,Nimroz,Khash Rod district,3,9,Unknown,6
2012,3,228,10,Taizz,Unknown,3,14,Unknown,6
2012,3,4,6,Herat,Chah Turkmen,1,3,Taliban,5
2012,3,153,6,Khyber Pakhtunkhwa,Bara,3,14,Unknown,6
2012,3,205,5,Yala,Raman,2,1,Separatists,5
2012,3,153,6,Balochistan,Dera Bugti,2,4,Baloch Republican Army (BRA),5
2012,3,153,6,Balochistan,Kohlu,3,14,Unknown,6
2012,3,153,6,Balochistan,Bolan district,6,2,Unknown,5
2012,3,153,6,Khyber Pakhtunkhwa,Hangu,3,19,Unknown,6
2012,3,153,6,Federally Administered Tribal Areas,Orakzai district,6,1,Unknown,5
2012,3,153,6,Khyber Pakhtunkhwa,Sarband,3,20,Unknown,6
2012,3,228,10,Adan,Aden,2,3,Al-Qaida in the Arabian Peninsula (AQAP),5
2012,3,182,11,Banaadir,Mogadishu,3,2,Al-Shabaab,6
2012,3,153,6,Federally Administered Tribal Areas,Miran Shah,3,4,Unknown,6
2012,3,130,1,Tamaulipas,Unknown,2,4,Unknown,5
2012,3,228,10,Taizz,Taizz,2,8,Al-Qaida in the Arabian Peninsula (AQAP),5
2012,3,60,10,South Sinai,Unknown,6,18,Bedouin tribesmen,5
2012,3,4,6,Kunar,Gato Kala,9,3,Taliban,13
2012,3,4,6,Uruzgan,Tarin Kot,2,14,Taliban,5
2012,3,200,10,Aleppo,Aleppo,3,2,Unknown,6
2012,3,92,6,Jammu and Kashmir,Srinagar,9,15,Unknown,13
2012,3,153,6,Federally Administered Tribal Areas,South Waziristan district,3,4,Unknown,6
2012,3,182,11,Banaadir,Mogadishu,3,4,Al-Shabaab,6
2012,3,160,5,Maguindanao,Cotabato City,3,2,Unknown,6
2012,3,167,9,North Ossetia-Alania,Prigorodny district,3,20,Unknown,6
2012,3,153,6,Khyber Pakhtunkhwa,Tatar Khel,3,8,Unknown,6
2012,3,153,6,Federally Administered Tribal Areas,Miran Shah,2,4,Unknown,5
2012,3,4,6,Herat,Khwaja Orya,3,3,Taliban,6
2012,3,85,11,Bissau,Bissau,1,4,Unknown,5
2012,3,92,6,Odisha,Patrapali,6,1,Communist Party of India - Maoist (CPI-Maoist),5
2012,3,4,6,Kabul,Kabul,2,15,Unknown,9
2012,3,4,6,Farah,Gulistan district,3,4,Unknown,6
2012,3,4,6,Farah,Gulistan district,3,4,Unknown,6
2012,3,153,6,Khyber Pakhtunkhwa,Hangu,1,17,Unknown,5
2012,3,4,6,Helmand,Lashkar Gah,3,3,Taliban,6
2012,3,4,6,Helmand,Wazir Manda,3,14,Unknown,6
2012,3,4,6,Helmand,Sangin district,3,20,Taliban,6
2012,3,95,10,Diyala,Balad Ruz,3,14,Unknown,6
2012,3,95,10,Diyala,Baqubah,3,3,Unknown,6
2012,3,95,10,Diyala,Baqubah,3,14,Unknown,6
2012,3,95,10,Diyala,Baqubah,3,14,Unknown,6
2012,3,95,10,Diyala,Baqubah,3,14,Unknown,6
2012,3,95,10,Al Anbar,Al-Nassaf,3,3,Unknown,6
2012,3,95,10,Diyala,Baqubah,2,3,Al-Qaida in Iraq,5
2012,3,95,10,Diyala,Baqubah,3,3,Unknown,6
2012,3,69,8,Midi-Pyrenees,Toulouse,2,8,Muslim extremists,5
2012,3,205,5,Narathiwat,Waeng,3,3,Unknown,6
2012,3,4,6,Uruzgan,Tarin Kot,3,3,Unknown,6
2012,3,130,1,Tamaulipas,Ciudad Victoria,3,10,Zetas,6
2012,3,4,6,Farah,Bala Buluk district,2,4,Taliban,5
2012,3,182,11,Banaadir,Mogadishu,3,2,Al-Shabaab,6
2012,3,147,11,Plateau,Kuru Karama,2,3,Unknown,5
2012,3,92,6,Odisha,Malkangiri,3,2,Maoists,6
2012,3,95,10,Baghdad,Baghdad,3,2,Al-Qaida in Iraq,6
2012,3,95,10,Karbala,Karbala,3,19,Al-Qaida in Iraq,6
2012,3,95,10,Kirkuk,Kirkuk,3,3,Al-Qaida in Iraq,6
2012,3,95,10,Kirkuk,Kirkuk,3,3,Al-Qaida in Iraq,6
2012,3,95,10,Babil,Hillah,3,14,Al-Qaida in Iraq,6
2012,3,95,10,Baghdad,Baghdad,2,3,Al-Qaida in Iraq,5
2012,3,95,10,Al Anbar,Ramadi,3,4,Al-Qaida in Iraq,6
2012,3,95,10,Saladin,Samarra,3,3,Al-Qaida in Iraq,6
2012,3,95,10,Saladin,Baiji,3,14,Al-Qaida in Iraq,6
2012,3,95,10,Kirkuk,Daquq,3,14,Al-Qaida in Iraq,6
2012,3,95,10,Saladin,Dhuluiya,3,14,Al-Qaida in Iraq,6
2012,3,95,10,Baghdad,Baghdad,3,19,Al-Qaida in Iraq,6
2012,3,95,10,Al Anbar,Fallujah,3,3,Al-Qaida in Iraq,6
2012,3,95,10,Saladin,Tikrit,3,8,Al-Qaida in Iraq,6
2012,3,95,10,Babil,Hillah,3,2,Al-Qaida in Iraq,6
2012,3,95,10,Karbala,Karbala,3,14,Al-Qaida in Iraq,6
2012,3,95,10,Babil,Mahmudiyah,3,3,Al-Qaida in Iraq,6
2012,3,95,10,Kirkuk,Unknown,3,21,Unknown,6
2012,3,153,6,Khyber Pakhtunkhwa,Peshawar,3,3,Unknown,6
2012,3,160,5,Sulu,Patikul,6,14,Abu Sayyaf Group (ASG),5
2012,3,160,5,Iloilo,Iloilo,2,2,Unknown,5
2012,3,4,6,Zabul,Qalat,2,14,Taliban,5
2012,3,228,10,Ad Dali,Unknown,2,4,Southern Mobility Movement (Yemen),5
2012,3,92,6,Manipur,Imphal,6,2,Kuki National Front (KNF),13
2012,3,4,6,Helmand,Unknown,3,4,Unknown,6
2012,3,200,10,Daraa,Unknown,3,4,Unknown,6
2012,3,174,11,Ziguinchor,Bignona,9,19,Movement of Democratic Forces of Casamance,13
2012,3,4,6,Helmand,Gereshk,3,3,Unknown,6
2012,3,4,6,Helmand,Sangin district,3,4,Taliban,6
2012,3,147,11,Kano,Kano,2,3,Boko Haram,5
2012,3,205,5,Pattani,Yarang,3,14,Unknown,6
2012,3,147,11,Kano,Tudun Wada,2,3,Boko Haram,5
2012,3,147,11,Kano,Tudun Wada,2,3,Boko Haram,5
2012,3,153,6,Sindh,Karachi,7,10,Unknown,5
2012,3,153,6,Sindh,Unknown,7,10,Unknown,11
2012,3,95,10,Al Anbar,Husaybah,3,3,Unknown,6
2012,3,95,10,Babil,Musayyib,3,14,Unknown,6
2012,3,95,10,Babil,Hillah,3,1,Unknown,6
2012,3,95,10,Baghdad,Baghdad,3,14,Unknown,6
2012,3,95,10,Baghdad,Baghdad,3,14,Unknown,6
2012,3,95,10,Baghdad,Baghdad,3,14,Unknown,6
2012,3,95,10,Baghdad,Baghdad,3,14,Unknown,6
2012,3,95,10,Al Anbar,Saqlawiyah,3,14,Unknown,6
2012,3,95,10,Diyala,Unknown,2,17,Unknown,5
2012,3,95,10,Unknown,Al-Adheim,2,4,Unknown,5
2012,3,205,5,Narathiwat,Ban Burangae,3,4,Separatists,6
2012,3,4,6,Helmand,Mirmandab,3,4,Unknown,6
2012,3,92,6,Jharkhand,Lohardaga,8,1,Jharkhand Janmukti Parishad (JJP),9
2012,3,182,11,Banaadir,Mogadishu,3,4,Al-Shabaab,6
2012,3,69,8,Ile-de-France,Paris,3,7,Muslim extremists,6
2012,3,160,5,Surigao del Norte,Mainit,3,4,New People s Army (NPA),6
2012,3,92,6,Odisha,Malkangiri,3,1,Maoists,6
2012,3,4,6,Ghazni,Muqur,3,3,Taliban,6
2012,3,4,6,Herat,Pashtun Zarghun district,7,16,Taliban,8
2012,3,110,10,South,Sidon,3,14,Unknown,6
2012,3,182,11,Banaadir,Mogadishu,3,14,Al-Shabaab,6
2012,3,153,6,Sindh,Jamshoro,3,21,Sindhudesh Revolutionary Army (SRA),6
2012,3,153,6,Federally Administered Tribal Areas,Jogi,9,4,Unknown,13
2012,3,93,5,Aceh,Desa Blang Rikui,1,2,Unknown,5
2012,3,153,6,Balochistan,Quetta,2,3,Unknown,5
2012,3,92,6,Manipur,Bishnupur,7,2,Unknown,8
2012,3,153,6,Khyber Pakhtunkhwa,Hangu,3,19,Unknown,6
2012,3,147,11,Kano,Tudun Wada,7,1,Boko Haram,8
2012,3,153,6,Federally Administered Tribal Areas,Jerab,6,3,Unknown,5
2012,3,4,6,Laghman,Dawlat Shah district,3,4,Taliban,6
2012,3,123,11,Bamako,Bamako,2,2,National Committee for the Restoration of Democracy and State (CNRDR),5
2012,3,95,10,Diyala,Madain,3,20,Unknown,6
2012,3,92,6,Jammu and Kashmir,Bijbehara,3,3,Lashkar-e-Taiba (LeT),6
2012,3,92,6,Bihar,Jamui,3,2,Communist Party of India - Maoist (CPI-Maoist),6
2012,3,92,6,Bihar,Jamui,3,19,Communist Party of India - Maoist (CPI-Maoist),6
2012,3,92,6,Bihar,Jamui,7,1,Communist Party of India - Maoist (CPI-Maoist),8
2012,3,4,6,Kandahar,Kandahar,3,3,Taliban,6
2012,3,141,6,Mid-Western,Tulsipur,3,19,Unknown,6
2012,3,173,10,Eastern,Al-Jamiymah,2,3,Unknown,5
2012,3,228,10,Hadramawt,Mukalla,6,2,Al-Qaida in the Arabian Peninsula (AQAP),5
2012,3,147,11,Borno,Maiduguri,2,14,Boko Haram,5
2012,3,153,6,Khyber Pakhtunkhwa,Shabqadar,3,15,Unknown,6
2012,3,153,6,Khyber Pakhtunkhwa,Garhi Kapura,3,21,Unknown,6
2012,3,147,11,Rivers,Port Harcourt,6,2,Unknown,5
2012,3,228,10,Hadramawt,Unknown,2,4,Al-Qaida in the Arabian Peninsula (AQAP),5
2012,3,153,6,Sindh,Jamshoro,3,21,Unknown,6
2012,3,153,6,Sindh,Jamshoro,3,21,Unknown,6
2012,3,4,6,Kunar,Pashad,2,4,Taliban,5
2012,3,147,11,Borno,Maiduguri,2,15,Boko Haram,5
2012,3,95,10,Saladin,Unknown,3,21,Unknown,6
2012,3,153,6,Federally Administered Tribal Areas,Wana,3,4,Unknown,6
2012,3,153,6,Federally Administered Tribal Areas,Khadizai,2,4,Tehrik-i-Taliban Pakistan (TTP),6
2012,3,153,6,Federally Administered Tribal Areas,Sandapal,3,15,Tehrik-i-Taliban Pakistan (TTP),6
2012,3,153,6,Sindh,Larkana,3,19,Sindhu Desh Liberation Army (SDLA),6
2012,3,153,6,Balochistan,Sherani,6,4,Tehrik-i-Taliban Pakistan (TTP),5
2012,3,45,3,Antioquia,San Pedro Uraba,6,14,Right-Wing Paramilitaries,9
2012,3,182,11,Banaadir,Mogadishu,3,12,Unknown,6
2012,3,167,9,Dagestan,Buynaksk,1,15,Unknown,6
2012,3,4,6,Balkh,Naw Shahr-e-Baluch,3,4,Unknown,6
2012,3,147,11,Borno,Maiduguri,3,8,Boko Haram,6
2012,3,167,9,Ingushetia,Malgobek,3,3,Unknown,6
2012,3,168,11,Northern,Musanze,3,19,Unknown,6
2012,3,153,6,Federally Administered Tribal Areas,Girakot,6,2,Unknown,5
2012,3,4,6,Baghlan,Chowk-e-Pashtunistan,3,19,Unknown,6
2012,3,153,6,Khyber Pakhtunkhwa,Shabqadar,3,4,Unknown,6
2012,3,153,6,Federally Administered Tribal Areas,Ladha,3,4,Unknown,6
2012,3,182,11,Bakool,Hudur,3,3,Unknown,6
2012,3,153,6,Khyber Pakhtunkhwa,Dir,2,2,Unknown,5
2012,3,4,6,Paktika,Mirzako Darrah,2,4,Tehrik-i-Taliban Pakistan (TTP),5
2012,3,147,11,Borno,Maiduguri,3,4,Boko Haram,6
2012,3,95,10,Al Anbar,Fallujah,3,3,Unknown,6
2012,3,95,10,Al Anbar,Saqlawiyah,3,17,Unknown,6
2012,3,95,10,Baghdad,Baghdad,3,20,Unknown,6
2012,3,4,6,Uruzgan,Tarin Kot,3,2,Unknown,6
2012,3,4,6,Farah,Gulistan district,3,4,Taliban,6
2012,3,4,6,Kandahar,Arghandab district,3,4,Taliban,6
2012,3,138,5,Shan,Tachileik,3,1,Unknown,6
2012,3,138,5,Shan,Tachileik,3,1,Unknown,6
2012,3,228,10,Lahij,Lahij,2,4,Al-Qaida in the Arabian Peninsula (AQAP),5
2012,3,147,11,Borno,Maiduguri,2,4,Boko Haram,5
2012,3,153,6,Sindh,Karachi,2,22,Unknown,5
2012,3,92,6,Odisha,Koraput district,6,2,Maoists,5
2012,3,4,6,Kandahar,Spin Boldak,3,2,Taliban,6
2012,3,92,6,Odisha,Khairiput,2,3,Maoists,5
2012,3,92,6,Odisha,Turekela,7,1,Maoists,8
2012,3,153,6,Balochistan,Quetta,2,15,Unknown,5
2012,3,153,6,Balochistan,Kohlu,2,14,Unknown,5
2012,3,153,6,Khyber Pakhtunkhwa,Kirhi Saidal,6,17,Unknown,5
2012,3,78,8,Attica,Athens,7,2,Unknown,8
2012,3,78,8,Western Greece,Agrinio,7,2,Unknown,8
2012,3,182,11,Banaadir,Mogadishu,3,2,Al-Shabaab,6
2012,3,182,11,Banaadir,Mogadishu,1,10,Unknown,5
2012,3,92,6,Mizoram,Mauzam,6,1,National Liberation Front of Tripura (NLFT),5
2012,3,138,5,Shan,Tachileik,3,1,Unknown,6
2012,3,160,5,Sultan Kudarat,Bagumbayan,3,1,Unknown,6
2012,3,4,6,Farah,Bala Buluk district,9,4,Unknown,13
2012,3,205,5,Narathiwat,Rueso,2,2,Unknown,5
2012,3,4,6,Nuristan,Kamdesh district,7,2,Tehrik-i-Taliban Pakistan (TTP),8
2012,3,4,6,Kunar,Ghaziabad district,3,3,Taliban,6
2012,3,153,6,Khyber Pakhtunkhwa,Mattani,3,3,Unknown,6
2012,3,160,5,Agusan del Norte,Sibagat,2,4,New People s Army (NPA),5
2012,3,95,10,Baghdad,Baghdad,3,20,Unknown,6
2012,3,4,6,Khost,Nori,3,14,Unknown,6
2012,3,147,11,Akwa Ibom,Eket,6,1,Unknown,5
2012,3,141,6,Western,Parasi,3,14,Madhesi Mukti Tigers (MMT),6
2012,3,130,1,Tamaulipas,Matamoros,3,10,Unknown,6
2012,3,153,6,Khyber Pakhtunkhwa,Tank,6,17,Tehrik-i-Taliban Pakistan (TTP),13
2012,3,4,6,Paktika,Unknown,2,4,Taliban,5
2012,3,4,6,Uruzgan,Chora district,3,4,Taliban,6
2012,3,95,10,Nineveh,Mosul,3,3,Unknown,6
2012,3,160,5,Catanduanes,San Miguel,2,4,New People s Army (NPA),5
2012,3,160,5,Iloilo,Tubungan,3,4,New People s Army (NPA),6
2012,3,4,6,Nangarhar,Jalalabad,6,2,Unknown,5
2012,3,92,6,Odisha,Malkangiri district,2,3,Maoists,5
2012,3,4,6,Faryab,Qaysar district,3,14,Unknown,6
2012,3,4,6,Kabul,Kabul,3,2,Unknown,6
2012,3,153,6,Khyber Pakhtunkhwa,Mardan,2,1,Unknown,5
2012,3,4,6,Farah,Bala Buluk district,9,1,Taliban,13
2012,3,6,10,Tizi Ouzou,Tizi Ghenif,3,3,Unknown,6
2012,3,95,10,Al Anbar,Fallujah,3,4,Unknown,6
2012,3,45,3,Norte de Santander,San Pablo,3,3,Revolutionary Armed Forces of Colombia (FARC),6
2012,3,153,6,Sindh,Karachi,1,22,Unknown,5
2012,3,92,6,Assam,Demow,3,3,United Liberation Front of Assam (ULFA),6
2012,3,95,10,Baghdad,Baghdad,3,3,Unknown,6
2012,3,92,6,Maharashtra,Gadchiroli,3,3,Maoists,6
2012,3,4,6,Helmand,Unknown,3,4,Unknown,6
2012,3,182,11,Lower Shebelle,Wadajir,2,4,Al-Shabaab,5
2012,3,153,6,Khyber Pakhtunkhwa,Peshawar,3,14,Unknown,6
2012,3,4,6,Kapisa,Tagab district,2,3,Taliban,5
2012,3,182,11,Banaadir,Mogadishu,2,3,Al-Shabaab,5
2012,3,4,6,Farah,Tooto-Char,2,4,Taliban,6
2012,3,153,6,Khyber Pakhtunkhwa,Peshawar,3,21,Unknown,6
2012,3,228,10,Adan,Aden,6,7,Al-Qaida in the Arabian Peninsula (AQAP),5
2012,3,153,6,Punjab,Multan,2,2,Unknown,5
2012,3,147,11,Yobe,Damagum,3,3,Boko Haram,6
2012,3,167,9,Dagestan,Unknown,2,4,Unknown,5
2012,3,182,11,Bay,Baidoa,3,2,Unknown,6
2012,3,153,6,Sindh,Karachi,1,14,Unknown,5
2012,3,153,6,Balochistan,Pishin,3,3,Unknown,6
2012,3,4,6,Kapisa,Jobar,9,3,Taliban,13
2012,3,138,5,Shan,Theinni,3,19,Unknown,6
2012,3,95,10,Al Qadisiyah,Al-Dubat,3,3,Unknown,6
2012,3,6,10,Boumerdes,Dellys,3,3,Unknown,6
2012,3,153,6,Balochistan,Mastung,2,7,Separatists,5
2012,3,92,6,Meghalaya,Ladmawreng,6,1,Garo National Liberation Army,5
2012,3,147,11,Borno,Gamboru,2,3,Boko Haram,5
2012,3,182,11,Gedo,Bohol Bashir,3,4,Al-Shabaab,6
2012,3,153,6,Balochistan,Quetta,2,14,Jundallah (Pakistan),5
2012,3,174,11,Ziguinchor,Boutoupa-Camaracounda,3,4,Unknown,6
2012,3,95,10,Baghdad,Baghdad,3,7,Unknown,6
2012,3,92,6,Manipur,Imphal West district,3,1,People s Revolutionary Party of Kangleipak-Progressive (PREPAK-P),6
2012,3,153,6,Khyber Pakhtunkhwa,Badaber,3,21,Unknown,6
2012,3,4,6,Helmand,Lashkar Gah,1,2,Taliban,5
2012,3,4,6,Nangarhar,Pachir Aw Agam,3,4,Taliban,6
2012,3,228,10,Shabwah,Unknown,3,21,Al-Qaida in the Arabian Peninsula (AQAP),6
2012,3,167,9,Ingushetia,Nazran,3,2,Unknown,6
2012,3,92,6,Meghalaya,Sesela,6,2,Garo National Liberation Army,13
2012,3,228,10,Adan,Aden,2,4,Al-Qaida in the Arabian Peninsula (AQAP),5
2012,3,92,6,Assam,Goalpara district,3,4,United Liberation Front of Assam (ULFA),6
2012,3,4,6,Paktia,Yahya Khel,2,3,Taliban,5
2012,3,205,5,Narathiwat,Bo-ngo,3,4,Unknown,6
2012,3,4,6,Kandahar,Unknown,3,4,Unknown,6
2012,3,160,5,Davao del Sur,Dolo,7,1,New People s Army (NPA),8
2012,3,205,5,Narathiwat,Rangae,3,2,Unknown,6
