iyear;imonth;iday;country;region;provstate;city;attacktype1;targtype1;gname;weaptype1
2015;7;1;95;10;Babil;Yusufiyah;3;14;Unknown;6
2015;7;1;34;11;Bujumbura Mairie;Bujumbura;3;3;Unknown;6
2015;7;1;34;11;Bujumbura Mairie;Bujumbura;2;3;Unknown;6
2015;7;1;147;11;Borno;Maiduguri;3;1;Unknown;6
2015;7;1;95;10;Al Anbar;Fallujah;3;4;Islamic State of Iraq and the Levant (ISIL);6
2015;7;1;228;10;Adan;Shaykh Uthman;3;14;Houthi extremists (Ansar Allah);6
2015;7;1;60;10;North Sinai;Gora;2;4;Sinai Province of the Islamic State;6
2015;7;1;60;10;North Sinai;Sheikh Zuweid district;2;4;Sinai Province of the Islamic State;6
2015;7;1;60;10;North Sinai;Sheikh Zuweid district;2;4;Sinai Province of the Islamic State;6
2015;7;1;60;10;North Sinai;Sheikh Zuweid;3;4;Sinai Province of the Islamic State;6
2015;7;1;60;10;North Sinai;Sheikh Zuweid;3;4;Sinai Province of the Islamic State;6
2015;7;1;60;10;North Sinai;Sheikh Zuweid;2;3;Sinai Province of the Islamic State;5
2015;7;1;60;10;North Sinai;Arish;9;14;Sinai Province of the Islamic State;13
2015;6;30;60;10;Qalyubia;Banha;3;16;Unknown;6
2015;7;1;113;10;Tripoli;Tripoli;6;14;Unknown;5
2015;7;1;4;6;Wardak;Jaghtu district;3;20;Taliban;6
2015;7;1;4;6;Badghis;Qadis district;2;3;Unknown;5
2015;7;1;4;6;Faryab;Gordzad;2;14;Taliban;5
2015;7;1;153;6;Balochistan;Quetta;2;14;Unknown;5
2015;7;1;153;6;Balochistan;Pishin district;2;3;Unknown;5
2015;7;1;182;11;Banaadir;Mogadishu;3;4;Al-Shabaab;6
2015;7;1;113;10;Benghazi;Benghazi;1;4;Unknown;5
2015;7;1;45;3;Huila;Baraya district;1;3;Revolutionary Armed Forces of Colombia (FARC);5
2015;6;30;45;3;Arauca;Fortul district;3;21;National Liberation Army of Colombia (ELN);6
2015;7;1;45;3;Norte de Santander;Tibu;3;21;Revolutionary Armed Forces of Colombia (FARC);6
2015;7;1;214;9;Kharkiv;Kharkiv;3;8;Unknown;6
2015;7;1;147;11;Nasarawa;Nasarawa;6;14;Unknown;5
2015;7;1;214;9;Luhansk;Borivske;3;20;Unknown;6
2015;7;1;95;10;Nineveh;Mosul;6;15;Islamic State of Iraq and the Levant (ISIL);5
2015;7;1;147;11;Borno;Kukawa;2;14;Boko Haram;5
2015;6;30;45;3;Arauca;Fortul district;3;21;National Liberation Army of Colombia (ELN);6
2015;6;30;45;3;Arauca;Saravena district;3;21;National Liberation Army of Colombia (ELN);6
2015;7;1;4;6;Ghazni;Mohkam;1;14;Unknown;5
2015;7;1;153;6;Balochistan;Kech district;3;4;Unknown;6
2015;7;1;92;6;Odisha;Dhuliput;8;14;Maoists;9
2015;7;1;153;6;Federally Administered Tribal Areas;Angoor Ada;2;4;Unknown;6
2015;7;1;92;6;Jammu and Kashmir;Wagum;2;2;Unknown;5
2015;7;1;173;10;Asir;Dhahran al-Janub;9;4;Houthi extremists (Ansar Allah);13
2015;7;1;45;3;Cauca;Guapi district;3;3;Revolutionary Armed Forces of Colombia (FARC);6
2015;6;30;130;1;Veracruz;Unknown;1;10;Unknown;10
2015;7;1;54;9;Prague;Prague;7;3;Revolutionary Cells Network (SRN);8
2015;7;2;95;10;Diyala;Khanasah;3;17;Islamic State of Iraq and the Levant (ISIL);6
2015;7;2;95;10;Baghdad;Baghdad;3;1;Unknown;6
2015;7;2;4;6;Wardak;Jalrez district;6;3;Taliban;5
2015;7;2;4;6;Wardak;Jalrez district;6;3;Taliban;5
2015;7;2;4;6;Wardak;Jalrez district;6;3;Taliban;5
2015;7;2;4;6;Wardak;Jalrez district;2;3;Taliban;5
2015;7;2;4;6;Wardak;Jalrez district;2;3;Taliban;5
2015;7;2;4;6;Wardak;Jalrez district;2;3;Taliban;5
2015;7;2;214;9;Odessa;Odessa;3;1;Odessa Underground;6
2015;7;2;228;10;Amanat Al Asimah;Sanaa;3;15;Sanaa Province of the Islamic State;6
2015;7;2;95;10;Saladin;Al-Falahat;3;3;Unknown;6
2015;7;2;95;10;Al Anbar;Karma;2;4;Islamic State of Iraq and the Levant (ISIL);5
2015;7;2;147;11;Borno;Malari;3;4;Boko Haram;6
2015;7;2;147;11;Borno;Malari;3;15;Boko Haram;6
2015;7;2;95;10;Kirkuk;Al-Fathah;3;4;Unknown;6
2015;7;2;95;10;Al Anbar;Fallujah;9;4;Islamic State of Iraq and the Levant (ISIL);13
2015;7;2;95;10;Al Anbar;Albu Souda;9;4;Islamic State of Iraq and the Levant (ISIL);13
2015;7;2;4;6;Baghlan;Joy Naw;3;20;Taliban;6
2015;7;2;4;6;Ghazni;Dih Yak district;2;3;Taliban;6
2015;7;2;4;6;Wardak;Saydabad district;6;14;Taliban;13
2015;7;2;45;3;Bogota;Bogota;3;1;National Liberation Army of Colombia (ELN);6
2015;7;2;45;3;Bogota;Bogota;3;1;National Liberation Army of Colombia (ELN);6
2015;7;2;45;3;Meta;Unknown;3;19;Revolutionary Armed Forces of Colombia (FARC);6
2015;7;1;45;3;Antioquia;Angostura district;3;4;Revolutionary Armed Forces of Colombia (FARC);6
2015;7;2;4;6;Uruzgan;Dehrawud district;1;3;Unknown;5
2015;7;2;4;6;Herat;Pashtun Zarghun district;2;14;Taliban;5
2015;7;2;4;6;Ghazni;Mohkam;3;3;Unknown;6
2015;7;2;4;6;Wardak;Jalrez district;2;3;Taliban;5
2015;7;2;4;6;Wardak;Jalrez district;2;3;Taliban;5
2015;7;2;4;6;Wardak;Jalrez district;2;3;Taliban;5
2015;7;2;4;6;Wardak;Jalrez district;2;3;Taliban;5
2015;7;2;4;6;Wardak;Jalrez district;2;3;Taliban;5
2015;7;2;4;6;Wardak;Jalrez district;2;3;Taliban;5
2015;7;2;160;5;Agusan del Sur;Binucayan;3;4;New People's Army (NPA);6
2015;7;1;1004;11;Upper Nile;Malakal;2;14;Sudan People's Liberation Movement in Opposition (SPLM-IO);5
2015;7;1;182;11;Lower Shebelle;Afgoye;2;14;Unknown;5
2015;7;2;123;11;Timbuktu;Goundam;2;7;Al-Qaida in the Islamic Maghreb (AQIM);5
2015;7;2;153;6;Khyber Pakhtunkhwa;Utmanzai;1;14;Unknown;5
2015;7;2;153;6;Khyber Pakhtunkhwa;Shamozai;1;22;Unknown;5
2015;7;2;153;6;Khyber Pakhtunkhwa;Katozai;2;14;Unknown;5
2015;7;2;173;10;Jazan;Jalah;9;4;Houthi extremists (Ansar Allah);13
2015;7;2;228;10;Adan;Aden;3;14;Houthi extremists (Ansar Allah);6
2015;7;2;104;11;Mandera;Adan Jiro;2;14;Al-Shabaab;5
2015;7;2;200;10;Aleppo;Zahra;3;14;Ansar al-Sharia Operations Room (Syria);6
2015;7;2;200;10;Aleppo;Aleppo;3;14;Ansar al-Sharia Operations Room (Syria);6
2015;7;2;200;10;Aleppo;Aleppo;3;14;Ansar al-Sharia Operations Room (Syria);6
2015;7;2;200;10;Aleppo;Aleppo;3;14;Ansar al-Sharia Operations Room (Syria);6
2015;7;2;200;10;Aleppo;Aleppo;3;14;Ansar al-Sharia Operations Room (Syria);6
2015;7;2;200;10;Aleppo;Aleppo;3;14;Ansar al-Sharia Operations Room (Syria);6
2015;7;2;200;10;Aleppo;Aleppo;3;14;Ansar al-Sharia Operations Room (Syria);6
2015;7;2;603;8;Northern Ireland;Belfast;2;3;Unknown;8
2015;7;2;209;10;Izmir;Izmir;3;20;Kurdistan Workers' Party (PKK);6
2015;7;2;195;11;North Darfur;Kulu;9;14;Janjaweed;13
2015;7;2;195;11;North Darfur;Dola;9;14;Janjaweed;13
2015;7;2;195;11;North Darfur;Kortinga;9;14;Janjaweed;13
2015;7;2;195;11;North Darfur;Jebel Tayeb;9;14;Janjaweed;13
2015;7;2;195;11;North Darfur;Tina;9;14;Janjaweed;13
2015;7;2;104;11;Mombasa;Mombasa;2;2;Unknown;5
2015;7;2;92;6;Madhya Pradesh;Bhojpur;3;3;Unknown;6
2015;7;3;95;10;Diyala;Madain;3;1;Unknown;6
2015;7;3;95;10;Baghdad;Baghdad;3;14;Unknown;6
2015;7;3;214;9;Kyivska;Unknown;1;2;Unknown;6
2015;7;4;214;9;Sumy;Sumy;3;22;Unknown;6
2015;7;3;147;11;Borno;Miringa;6;14;Boko Haram;5
2015;7;3;147;11;Borno;Zabarmari;3;14;Boko Haram;6
2015;7;3;147;11;Borno;Mussa;3;14;Boko Haram;6
2015;7;3;95;10;Diyala;Madain;3;17;Unknown;6
2015;7;3;113;10;Derna;Derna;3;2;Barqa Province of the Islamic State;6
2015;7;3;113;10;Derna;Derna;3;14;Barqa Province of the Islamic State;6
2015;7;3;113;10;Derna;Derna;3;14;Barqa Province of the Islamic State;6
2015;7;3;113;10;Benghazi;Benghazi;3;4;Shura Council of Benghazi Revolutionaries;6
2015;7;3;113;10;Benghazi;Benghazi;3;14;Shura Council of Benghazi Revolutionaries;6
2015;7;3;113;10;Benghazi;Benghazi;3;14;Shura Council of Benghazi Revolutionaries;6
2015;7;3;4;6;Herat;Shindand district;2;3;Unknown;5
2015;7;3;4;6;Sari Pul;Unknown;3;14;Unknown;6
2015;7;3;4;6;Herat;Kohsan district;2;3;Taliban;5
2015;7;3;182;11;Banaadir;Mogadishu;2;14;Unknown;5
2015;7;3;200;10;Idlib;Arihah;3;15;Islamic State of Iraq and the Levant (ISIL);6
2015;7;3;182;11;Lower Shebelle;Afgoye;3;4;Unknown;6
2015;7;3;228;10;Taizz;Taizz;9;22;Popular Resistance Committees (Yemen);13
2015;7;3;173;10;Jazan;Unknown;3;4;Houthi extremists (Ansar Allah);6
2015;7;3;173;10;Najran;Unknown;3;4;Houthi extremists (Ansar Allah);6
2015;7;3;228;10;Al Hudaydah;Hudaydah;3;22;Unknown;6
2015;7;3;92;6;Meghalaya;Dalu;2;14;Garo National Liberation Army;5
2015;7;2;113;10;Wahat;Ajdabiya;1;15;Unknown;13
2015;7;3;92;6;Manipur;Torbung;3;20;Unknown;6
2015;7;3;130;1;Mexico;Ecatepec;3;12;Unknown;6
2015;7;2;130;1;Oaxaca;Miahuatlan de Porfirio Diaz;1;10;Unknown;5
2015;7;3;97;10;Southern;Unknown;3;20;Sinai Province of the Islamic State;6
2015;7;3;173;10;Makkah;Taif;2;3;Unknown;5
2015;7;3;92;6;Assam;Sirajuli;3;20;Unknown;6
2015;7;3;160;5;Davao del Norte;Palma Gil;2;14;New People's Army (NPA);5
2015;7;3;123;11;Gao;Tacharan;9;13;Movement for Oneness and Jihad in West Africa (MUJAO);13
2015;7;3;147;11;Borno;Jere;9;14;Boko Haram;13
2015;7;3;147;11;Borno;Bama;9;14;Boko Haram;13
2015;7;4;95;10;Baghdad;Baghdad;3;1;Islamic State of Iraq and the Levant (ISIL);6
2015;7;4;95;10;Babil;Mahmudiyah;3;14;Unknown;6
2015;7;4;153;6;Balochistan;Turbat;9;4;Unknown;13
2015;7;4;153;6;Balochistan;Turbat;3;4;Baloch Republican Army (BRA);6
2015;7;4;153;6;Balochistan;Turbat;3;4;Baloch Liberation Front (BLF);6
2015;7;4;153;6;Balochistan;Gawak;3;4;Unknown;6
2015;7;4;153;6;Balochistan;Panjgur;3;1;Baloch Republican Army (BRA);6
2015;7;4;153;6;Balochistan;Gwadar district;2;4;Baloch Liberation Front (BLF);5
2015;7;4;153;6;Balochistan;Quetta;3;3;Unknown;6
2015;7;4;153;6;Balochistan;Nura Goth;3;20;Unknown;6
2015;7;4;153;6;Balochistan;Sohbatpur;3;20;Unknown;6
2015;7;4;214;9;Luhansk;Zholobok;3;4;Unknown;6
2015;7;4;95;10;Nineveh;Mosul;6;14;Islamic State of Iraq and the Levant (ISIL);5
2015;7;4;147;11;Zamfara;Kokiya;2;14;Unknown;5
2015;7;4;147;11;Benue;Imande Bebeshi;2;14;Fulani extremists;5
2015;7;4;95;10;Baghdad;Baghdad;3;14;Islamic State of Iraq and the Levant (ISIL);6
2015;7;4;95;10;Baghdad;Baghdad;3;19;Unknown;6
2015;7;4;95;10;Diyala;Balad Ruz;3;1;Islamic State of Iraq and the Levant (ISIL);6
2015;7;4;95;10;Al Anbar;Ramadi;3;14;Unknown;6
2015;7;4;95;10;Nineveh;Bashiqah;3;4;Islamic State of Iraq and the Levant (ISIL);6
2015;7;4;95;10;Kirkuk;Qara Hanjir;1;22;Unknown;5
2015;7;4;113;10;Benghazi;Benghazi;3;4;Unknown;6
2015;7;4;113;10;Derna;Derna;3;14;Barqa Province of the Islamic State;6
2015;7;3;45;3;Cesar;Pailitas district;3;3;National Liberation Army of Colombia (ELN);6
2015;7;3;4;6;Helmand;Gereshk;3;14;Taliban;6
2015;7;3;4;6;Helmand;Marjah;3;14;Taliban;6
2015;7;4;4;6;Takhar;Bangi district;1;2;Taliban;6
2015;7;4;160;5;Compostela Valley;Maragusan;3;1;New People's Army (NPA);6
2015;7;4;4;6;Kabul;Kabul;3;4;Taliban;6
2015;7;4;160;5;Sulu;Bus-Bus;2;4;Abu Sayyaf Group (ASG);5
2015;7;4;4;6;Kapisa;Hisa-i-Awali Kohistan district;3;2;Unknown;6
2015;7;4;4;6;Sari Pul;Balghali;9;4;Taliban;13
2015;7;4;4;6;Paktika;Khoshamand district;2;3;Taliban;5
2015;7;4;4;6;Paktika;Mullah Bagh;3;20;Unknown;6
2015;7;4;4;6;Logar;Mohammad Agha district;1;3;Taliban;6
2015;7;4;4;6;Herat;Herat;8;14;Unknown;2
2015;7;4;4;6;Kunar;Morawara district;6;8;Unknown;5
2015;7;4;160;5;Masbate;Buenos Aires;2;14;New People's Army (NPA);5
2015;7;4;153;6;Federally Administered Tribal Areas;Pre Ghar;9;4;Halqa-e-Mehsud;13
2015;7;4;60;10;Faiyum;Faiyum;3;21;Unknown;6
2015;7;4;60;10;Aswan;Aswan;3;20;Unknown;6
2015;7;4;60;10;North Sinai;Sheikh Zuweid;3;4;Unknown;6
2015;7;4;60;10;North Sinai;Rafah;3;4;Unknown;6
2015;7;4;42;11;Lac;Merom;2;14;Boko Haram;5
2015;7;4;60;10;North Sinai;Sheikh Zuweid;3;1;Unknown;6
2015;7;4;200;10;Damascus;Damascus;3;14;Unknown;6
2015;7;4;200;10;Damascus;Damascus;3;1;Unknown;6
2015;7;4;200;10;Idlib;Unknown;9;14;Jaish al-Fatah (Syria);13
2015;7;4;45;3;Norte de Santander;Tibu;2;1;Revolutionary Armed Forces of Colombia (FARC);5
2015;7;4;160;5;Maguindanao;Shariff Aguak;2;3;Bangsamoro Islamic Freedom Movement (BIFM);6
2015;7;4;200;10;Idlib;Yaqubiyah;6;15;Al-Nusrah Front;13
2015;7;4;113;10;Jabal Al Akhdar;Beida;6;3;Unknown;13
2015;7;4;228;10;Adan;Shaykh Uthman;3;14;Houthi extremists (Ansar Allah);6
2015;7;4;200;10;Aleppo;Kobani;3;20;Islamic State of Iraq and the Levant (ISIL);6
2015;7;4;54;9;Prague;Prague;7;3;Revolutionary Cells Network (SRN);8
2015;7;5;95;10;Diyala;Madain;3;8;Unknown;6
2015;7;5;95;10;Baghdad;Baghdad;3;14;Unknown;6
2015;7;5;95;10;Baghdad;Baghdad;3;14;Unknown;6
2015;7;5;153;6;Balochistan;Quetta;3;14;Jaish-e-Islam;6
2015;7;5;4;6;Kandahar;Kandahar;3;3;Unknown;6
2015;7;5;153;6;Balochistan;Pasni;5;14;Unknown;5
2015;7;5;153;6;Federally Administered Tribal Areas;Raghzai;3;4;Tehrik-i-Taliban Pakistan (TTP);6
2015;7;5;95;10;Al Anbar;Hadithah;3;21;Islamic State of Iraq and the Levant (ISIL);6
2015;7;4;95;10;Saladin;Baiji;3;4;Islamic State of Iraq and the Levant (ISIL);6
2015;7;4;95;10;Saladin;Baiji;3;4;Islamic State of Iraq and the Levant (ISIL);6
2015;7;5;147;11;Yobe;Potiskum;3;15;Boko Haram;6
2015;7;5;147;11;Plateau;Jos;3;1;Boko Haram;6
2015;7;5;147;11;Plateau;Jos;1;15;Boko Haram;6
2015;7;5;214;9;Odessa;Odessa;3;20;Unknown;6
2015;7;5;147;11;Zamfara;Chigama;2;14;Unknown;5
2015;7;5;147;11;Borno;Mussa;2;15;Boko Haram;5
2015;7;5;147;11;Borno;Mussa;2;15;Boko Haram;5
2015;7;5;95;10;Baghdad;Baghdad;3;1;Unknown;6
2015;7;5;95;10;Baghdad;Baghdad;3;1;Unknown;6
2015;7;5;95;10;Kirkuk;Mariam Bek;9;4;Islamic State of Iraq and the Levant (ISIL);13
2015;7;5;95;10;Kirkuk;Mujamaa al-Shahid;9;4;Islamic State of Iraq and the Levant (ISIL);13
2015;7;5;95;10;Nineveh;Mosul;6;14;Islamic State of Iraq and the Levant (ISIL);13
2015;7;5;4;6;Parwan;Unknown;3;20;Unknown;6
2015;7;5;4;6;Kandahar;Unknown;3;20;Unknown;6
2015;7;5;160;5;Compostela Valley;Aguinaldo;2;4;New People's Army (NPA);5
2015;7;5;160;5;Sultan Kudarat;Sinapulan;7;1;New People's Army (NPA);5
2015;7;5;4;6;Baghlan;Puli Khumri;3;3;Unknown;6
2015;7;5;4;6;Helmand;Naw Zad district;3;20;Unknown;6
2015;7;5;4;6;Kunar;Wata Pur district;2;3;Taliban;5
2015;7;5;4;6;Kunar;Wata Pur district;2;3;Taliban;5
2015;7;5;4;6;Kunar;Wata Pur district;2;3;Taliban;5
2015;7;5;4;6;Kunar;Wata Pur district;2;3;Taliban;5
2015;7;6;95;10;Diyala;Bani Saad;2;1;Unknown;5
2015;7;5;182;11;Banaadir;Mogadishu;3;2;Al-Shabaab;6
2015;7;5;153;6;Federally Administered Tribal Areas;Kamangarah;3;8;Unknown;6
2015;7;5;153;6;Federally Administered Tribal Areas;South Waziristan district;3;4;Unknown;6
2015;7;5;60;10;Faiyum;Faiyum;3;1;Unknown;6
2015;7;5;42;11;Lac;Tiskra;2;14;Boko Haram;5
2015;7;5;182;11;Lower Juba;Kismayo;9;4;Al-Shabaab;13
2015;7;5;160;5;Maguindanao;Datu Hofer;2;4;Bangsamoro Islamic Freedom Movement (BIFM);5
2015;7;5;228;10;Adan;Shaykh Uthman;3;14;Houthi extremists (Ansar Allah);6
2015;7;5;228;10;Adan;Shaykh Uthman;3;14;Houthi extremists (Ansar Allah);6
2015;7;5;228;10;Adan;Shaykh Uthman;3;14;Houthi extremists (Ansar Allah);6
2015;7;5;60;10;North Sinai;Arish;3;3;Sinai Province of the Islamic State;6
2015;7;5;60;10;North Sinai;Arish;3;3;Unknown;6
2015;7;5;60;10;North Sinai;Az Zuhayr;3;3;Sinai Province of the Islamic State;6
2015;7;5;228;10;Lahij;Unknown;9;22;Supporters of Abd Rabbuh Mansur Hadi;13
2015;7;5;147;11;Rivers;Port Harcourt;6;22;Unknown;13
2015;7;6;95;10;Baghdad;Baghdad;3;14;Unknown;6
2015;7;6;95;10;Baghdad;Baghdad;3;14;Unknown;6
2015;7;6;95;10;Saladin;Tuz Khormato district;3;8;Unknown;6
2015;7;6;95;10;Baghdad;Hawr Rajab;3;3;Unknown;6
2015;7;6;95;10;Baghdad;Baghdad;3;14;Unknown;6
2015;7;6;95;10;Baghdad;Baghdad;3;14;Unknown;6
2015;7;6;153;6;Balochistan;Quetta;2;14;Jaish-e-Islam;5
2015;7;6;153;6;Balochistan;Quetta;1;12;Unknown;5
2015;7;6;153;6;Balochistan;Kalat district;7;1;Unknown;5
2015;7;6;153;6;Balochistan;Nasirabad district;3;14;Unknown;6
2015;7;6;153;6;Balochistan;Chaman;3;20;Unknown;6
2015;7;6;95;10;Al Anbar;Zaidan;3;4;Unknown;6
2015;7;6;95;10;Baghdad;Baghdad;3;4;Islamic State of Iraq and the Levant (ISIL);6
2015;7;6;147;11;Kano;Kano;3;15;Boko Haram;6
2015;7;6;95;10;Al Anbar;Haqlaniyah;3;4;Islamic State of Iraq and the Levant (ISIL);6
2015;7;6;95;10;Saladin;Baiji;3;14;Islamic State of Iraq and the Levant (ISIL);6
2015;7;5;95;10;Kirkuk;Murrah;6;4;Islamic State of Iraq and the Levant (ISIL);13
2015;7;6;95;10;Al Anbar;Hadithah;3;20;Islamic State of Iraq and the Levant (ISIL);6
2015;7;6;95;10;Al Anbar;Jubah;3;4;Unknown;6
2015;7;6;6;10;Bouira;Bouira;2;3;Al-Qaida in the Islamic Maghreb (AQIM);5
2015;7;6;113;10;Benghazi;Benghazi;3;14;Unknown;6
2015;7;6;113;10;Misrata;Misrata;3;4;Tripoli Province of the Islamic State;6
2015;7;6;113;10;Derna;Derna;3;14;Unknown;6
2015;7;5;45;3;Caqueta;Solita district;2;3;Revolutionary Armed Forces of Colombia (FARC);5
2015;7;6;4;6;Baghlan;Puli Khumri;3;14;Unknown;6
2015;7;6;4;6;Baghlan;Puli Khumri;3;14;Unknown;6
2015;7;6;4;6;Baghlan;Dahana-i-Ghuri district;2;3;Taliban;5
2015;7;6;4;6;Baghlan;Dahana-i-Ghuri district;3;14;Unknown;6
2015;7;5;153;6;Federally Administered Tribal Areas;Datta Khel;3;4;Tehrik-i-Taliban Pakistan (TTP);6
2015;7;6;42;11;Lac;Memorom;9;14;Boko Haram;13
2015;7;6;160;5;Maguindanao;Labu-Labu;1;2;Unknown;6
2015;7;6;182;11;Hiiraan;Jalalaqsi;2;4;Al-Shabaab;5
2015;7;6;4;6;Wardak;Jalrez district;1;14;Taliban;5
2015;7;6;200;10;Aleppo;Aleppo;3;4;Al-Nusrah Front;6
2015;7;6;113;10;Sabha;Sabha;6;14;Unknown;5
2015;7;6;124;8;Zebbug;Zebbug;3;1;Unknown;6
2015;7;6;153;6;Federally Administered Tribal Areas;North Waziristan district;3;4;Unknown;6
2015;7;6;229;11;Orientale;Nsambya;6;14;Lord's Resistance Army (LRA);5
2015;7;6;200;10;Raqqah;Ain Issa;3;14;Islamic State of Iraq and the Levant (ISIL);6
2015;7;4;92;6;Manipur;Keibi Heikak Mapal;3;20;Unknown;6
2015;7;6;153;6;Sindh;Karachi;2;3;Unknown;5
2015;7;6;1004;11;Eastern Equatoria;Nimule;2;3;Sudan People's Liberation Movement in Opposition (SPLM-IO);5
2015;7;6;195;11;North Darfur;Tawilah;4;14;Unknown;5
2015;7;6;123;11;Timbuktu;Goundam;9;7;Movement for Oneness and Jihad in West Africa (MUJAO);13
2015;7;6;45;3;Putumayo;Orito district;7;21;Revolutionary Armed Forces of Colombia (FARC);11
2015;7;7;147;11;Kaduna;Zaria;3;2;Boko Haram;6
2015;7;7;147;11;Borno;Sabon Gari;3;4;Boko Haram;6
2015;7;7;147;11;Plateau;Sho;2;3;Unknown;5
2015;7;7;95;10;Saladin;Baiji;3;4;Islamic State of Iraq and the Levant (ISIL);6
2015;7;7;95;10;Saladin;Baiji district;3;4;Islamic State of Iraq and the Levant (ISIL);6
2015;7;7;95;10;Baghdad;Baghdad;3;14;Unknown;6
2015;7;7;95;10;Baghdad;Baghdad;3;4;Islamic State of Iraq and the Levant (ISIL);6
2015;7;7;95;10;Baghdad;Baghdad;3;1;Unknown;6
2015;7;6;95;10;Nineveh;Mosul;3;15;Islamic State of Iraq and the Levant (ISIL);6
2015;7;7;113;10;Benghazi;Benghazi;3;14;Unknown;6
2015;7;7;113;10;Benghazi;Benghazi;3;14;Unknown;6
2015;7;7;113;10;Benghazi;Benghazi;3;14;Unknown;6
2015;7;7;113;10;Benghazi;Benghazi;3;14;Unknown;6
2015;7;7;113;10;Benghazi;Benghazi;3;14;Unknown;6
2015;7;7;113;10;Benghazi;Benghazi;3;20;Unknown;6
2015;7;7;45;3;Putumayo;Unknown;6;4;Revolutionary Armed Forces of Colombia (FARC);6
2015;7;7;160;5;Davao del Norte;Palma Gil;3;4;New People's Army (NPA);6
2015;7;7;160;5;Davao del Norte;Talaingod;3;20;New People's Army (NPA);6
2015;7;7;160;5;Sulu;Jolo;3;4;Abu Sayyaf Group (ASG);6
2015;7;7;4;6;Kabul;Kabul;3;4;Taliban;6
2015;7;7;4;6;Kabul;Kabul;3;2;Taliban;6
2015;7;7;4;6;Jawzjan;Shibirghan;3;3;Taliban;6
2015;7;7;41;11;Bangui;Bangui;5;10;Unknown;5
2015;7;7;182;11;Banaadir;Mogadishu;3;14;Unknown;6
2015;7;7;104;11;Mandera;Mandera;3;1;Al-Shabaab;6
2015;7;7;104;11;Lamu;Lamu;2;3;Al-Shabaab;6
2015;7;7;37;11;Extreme-North;Bodo;2;14;Boko Haram;5
2015;7;7;153;6;Federally Administered Tribal Areas;South Waziristan district;2;4;Tehrik-i-Taliban Pakistan (TTP);5
2015;7;7;4;6;Faryab;Qaysar district;6;3;Taliban;13
2015;7;7;4;6;Faryab;Qaysar district;6;3;Taliban;9
2015;7;7;4;6;Farah;Khuhkaba;3;3;Unknown;6
2015;7;7;4;6;Farah;Khaki Safed district;3;3;Unknown;6
2015;7;7;167;9;Dagestan;Babayurt district;3;1;Unknown;6
2015;7;7;160;5;Compostela Valley;Andap;3;20;New People's Army (NPA);6
2015;7;7;160;5;Maguindanao;Salbo;3;20;Bangsamoro Islamic Freedom Movement (BIFM);6
2015;7;7;228;10;Amanat Al Asimah;Sanaa;3;15;Sanaa Province of the Islamic State;6
2015;7;7;228;10;Al Bayda;Unknown;3;22;Sanaa Province of the Islamic State;6
2015;7;7;4;6;Parwan;Qalandar Khel;2;3;Taliban;5
2015;7;7;153;6;Khyber Pakhtunkhwa;Peshawar;2;3;Unknown;5
2015;7;7;160;5;Nueva Ecija;Penaranda district;1;2;Unknown;5
2015;7;7;92;6;Jammu and Kashmir;Sopore;3;20;Unknown;6
2015;7;7;229;11;Orientale;Nsambya;6;14;Lord's Resistance Army (LRA);5
2015;7;7;60;10;Cairo;Cairo;6;14;Revolutionary Punishment Movement;5
2015;7;7;60;10;Beheira;Itay al-Barud;3;14;Unknown;6
2015;7;7;60;10;Al Sharqia;Unknown;2;3;Unknown;5
2015;7;8;113;10;Misrata;Misrata;1;17;Tripoli Province of the Islamic State;6
2015;7;8;113;10;Benghazi;Benghazi;2;4;Barqa Province of the Islamic State;5
2015;7;8;95;10;Saladin;Hamamiyat;3;1;Unknown;6
2015;7;8;95;10;Baghdad;Baghdad;3;14;Unknown;6
2015;7;8;182;11;Lower Shebelle;Afgoye;1;2;Al-Shabaab;5
2015;7;8;95;10;Baghdad;Baghdad;3;2;Islamic State of Iraq and the Levant (ISIL);6
2015;7;8;95;10;Baghdad;Baghdad;2;14;Unknown;5
2015;7;8;95;10;Al Anbar;Fallujah;3;4;Unknown;6
2015;7;8;182;11;Banaadir;Mogadishu;3;14;Unknown;6
2015;7;8;153;6;Khyber Pakhtunkhwa;Peshawar;3;4;Unknown;6
2015;7;8;95;10;Al Anbar;Saqlawiyah;9;4;Islamic State of Iraq and the Levant (ISIL);13
2015;7;8;95;10;Al Anbar;Habbaniyah;3;4;Islamic State of Iraq and the Levant (ISIL);6
2015;7;8;153;6;Khyber Pakhtunkhwa;Peshawar;3;4;Unknown;6
2015;7;8;4;6;Ghor;Feroz Koh;1;2;Unknown;6
2015;7;8;4;6;Farah;Pusht Koh;1;3;Taliban;6
2015;7;8;4;6;Kabul;Kabul;3;3;Unknown;6
2015;7;8;4;6;Paktia;Zurmat district;3;3;Taliban;6
2015;7;8;4;6;Kunar;Darin;2;3;Taliban;5
2015;7;8;113;10;Wahat;Ajdabiya;6;14;Unknown;13
2015;7;8;167;9;North Ossetia-Alania;Sunzha district;1;3;Unknown;6
2015;7;8;205;5;Pattani;Bang Kora;3;4;Unknown;6
2015;7;8;205;5;Pattani;Trang;3;4;Unknown;6
2015;7;9;200;10;Aleppo;Aleppo;3;14;Free Syrian Army;6
2015;7;8;174;11;Sedhiou;Unknown;6;14;Movement of Democratic Forces of Casamance;5
